NavCustomerNo;CompanyName;CustomerStatus;PriorityCustomer;PPS;OcFwTerr;OcFwSat;OcNotam;CustomerSince;PriceEscalation;Terminationdate;ChurnValue;Avoidable;ChurnReason;BlockedDate;BlockedReason
COM13959;Compass Airways Belgium;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13958;AA Corporation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Oluwaseun Dan Olowoyeye;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AeroData;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Navblue (Airbus);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Bits Pilani;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Caledonia Jets UK;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14320;G.A.A. AVIATION Pvt Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13962;247 Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;SAFA (startup);PotCust;0;0;0;0;0;;0.00;;0;;;;
;WEFRI;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Miralty Consulting Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13963;SPARFELL Airways SA;PotCust;0;0;0;0;0;12/01/2021 00:00:00;0.00;09/30/2024 00:00:00;0;Unavoidable;Split of group. No PPS activity left.  Customer accept to pay 50 of the reamining contract value.;08/30/2024 00:00:00;No tails on PPS any longer
COM13965;Poonawalla Aviation;Customer via;0;0;0;0;0;04/29/2024 00:00:00;0.00;;0;;;;
COM13964;Premier International;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13968;Natireva (Air Moana);Customer;0;4;4;3;0;02/20/2022 00:00:00;8.00;;0;;;;
;Acaymo Jose Navarro Melian (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Aerdorica S.p.A.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Esbjerg Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Autoroute Supplier;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Rønne Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13966;Saudi MedEvac;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Scandinavian Avionics A/S;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Karup Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
;KN Helicopters;PotCust;0;0;0;0;0;;0.00;;0;;;;
;REP - Rede dos Emissores Portugueses;NonCust;0;0;0;0;0;;0.00;;0;;;;
;MET Eireann;NonCust;0;0;0;0;0;;0.00;;0;;;;
;King Abdulaziz International Airport;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Kulusuk Airport;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Bojsen Consult;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Spire Flight Solutions;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Hawthorne Global Aviation Services;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Hawthorne Atlanta Cobb County;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Carsten Heintzelmann (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;(Duplicate) Duncan Aviation;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Dudi's Peppers;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Mittarfiup Pisortaa;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Niche Aviation Solutions;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Sun-Air Technic;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Ast Aeroservizi S.P.A.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Skive Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
;GRC Greece GRC Hellas;NonCust;0;0;0;0;0;;0.00;;0;;;;
;RAS JETPORT (Riverside Air Service);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Henrik Madsen (privat);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Erik Jacobsen (private);PotCust;0;0;0;0;0;;0.00;;0;;;;
;Thomas Petersen (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;1aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Fontainebleau Aviation FBO;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Landsverk;NonCust;0;0;0;0;0;;0.00;;0;;;;
;CommsNet Solutions Ltd;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14646;AVTECH Sweden AB;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Xcellan (Web hosting services);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Bendt Duus (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Herning Lufthavn;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Vamdrup Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Randers Flyveklub;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13973;KNMI – EMADDC;NonCust;0;0;0;0;0;12/12/2021 00:00:00;0.00;;0;;;;
;Standard Aviation LLC FBO;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AVRC BH;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Johannes Fromberg (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Chateau du Gue Aux Biches;PotCust;0;0;0;0;0;;0.00;;0;;;;
;SASE s.p.a. Umbria Airport;NonCust;0;0;0;0;0;;0.00;;0;;;;
;CP Endeavour Aviation;NonCust;0;0;0;0;0;;0.00;;0;;;;
;JP Kino (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;La Casa Bonita;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Allan Isaack (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Aircraft Performance Group, APG;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14564;West Atlantic Sweden;Customer via;0;0;0;0;0;08/26/2024 00:00:00;8.00;;0;;;;
;Marcus Åkesson (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Heraclion Airport Nikos Kazantzakis;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Milan Bergamo Airport SACBO S.p.A.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Disused. To be deleted in Lime.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Heliponents Inc;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Iroise Aero formation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13967;Avidus Jet Management;PotCust;0;0;0;0;0;;0.00;;0;;;;
;FLY 7 EXECUTIVE AVIATION SA;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13972;Fly LeOne;PotCust;0;0;0;0;0;04/04/2023 00:00:00;0.00;03/01/2024 00:00:00;0;Unavoidable;Missing payment;02/06/2024 00:00:00;missing payment and communication
;Nigeria Air;PotCust;3;0;0;0;0;;0.00;;0;;;;
;GEAC Spa – Cuneo Airport;NonCust;0;0;0;0;0;;0.00;;0;;;;
;ONDA;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Skistar Åre;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jens Sørensen (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Airgest Spa;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Peter Møller (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;RT Teknik;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Stauning Lufthavn;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Pantelleria Airport;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Amigo Wifi S.L.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Henrik Schlippe (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;ClimaCell HQ;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Castle Apartments;NonCust;0;0;0;0;0;;0.00;;0;;;;
;ClimaCell Boulder;NonCust;0;0;0;0;0;;0.00;;0;;;;
;MET Office Spain - ADS-B Antenna Host;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Carsten Agerbo Jensen (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Colin's Tyres;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Anders Pettersson (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Nilan AG;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Sumburgh Hotel;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Ulster Flying Club;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Armchair Supporters;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Brendan R Moylan Electrical;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Læsø El-Teknik;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Castle & Cooke Aviation (California);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Hotel Löwen;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Scenic Air Tours North East;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Union de Radioaficionados Españoles URE;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Ousia Lounge;NonCust;0;0;0;0;0;;0.00;;0;;;;
;RCHV (Radio Club Haut Var);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Castle & Cooke (Hawaii);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Radioklub Sevnica;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Teterboro);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Castle & Cooke (Washington);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Nathalie Apartments;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Airport Luxury Apartment;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Deutscher Amateur-Radio-Club e. V;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Torsten & Brigitte Günther (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;RADIOAMATERSKI KLUB KOZARA E73JHI;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (Austin);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Rhodian Sun SA;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Zeus Studios;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Center at Santa Fe;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (Tucson);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (New York);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (Houston);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Air Service Hawaii Kona Base;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Air Service Hawaii Maui;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Air Service KAUAI;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air Dallas;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air Burbank;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Maven by Midfield;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Denver jetCenter, Inc.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;National Jets Inc.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Sweetwater Aviation FBO;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Swift Aviation;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (El Paso);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Johan Unhammer (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Dulles);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (West Palm);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Bedford);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Bozeman);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Cahokia);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Aviation (Dallas);PotCust;0;0;0;0;0;;0.00;;0;;;;
;Republic Jet Center-FBO;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Chantilly Air Jet Center;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Meridian Hayward;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Croatian Amateur Radio;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Falck Danmark;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Christian Vanguers (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Dassault Falcon Jet - Wilmington;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Per Green (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;SAC Catania;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Peter Wibling Hansen (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Aero-Tronic Ltd;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Samsø Air Service;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Masoud Kashkouli (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Aistech Space S.L.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Starling Air;NonCust;0;0;0;0;0;;0.00;;0;;;;
;AMRS Maringer;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Aeroporti Di Puglia;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Domenico Alestra;NonCust;0;0;0;0;0;;0.00;;0;;;;
;DARC;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Tønder Flyveplads;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jets FBO;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jackson Jet Center;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Johannes Wamberg Andersen (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Ringsted Flyveklub;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Resort Aviation Jet Center;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jose David Villarreal Cordero (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Bakersfield Jet Center Loyd's Aviation;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13969;PELICAN AIR SERVICES Ltd;PotCust;0;0;0;0;0;01/07/2022 00:00:00;0.00;;0;;;06/20/2022 00:00:00;Blocked. Never live
;Region Syddanmark;NonCust;0;0;0;0;0;;0.00;;0;;;;
;JN Avionics;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13971;Kunooz Airlines (Egypt);PotCust;0;0;0;0;0;;0.00;;0;;;;
;Aviator;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13983;AeroItalia;Customer;1;11;11;0;11;10/09/2025 00:00:00;8.00;07/31/2026 00:00:00;0;Avoidable;Staff didnt want to adapt to new provider.  Aeroitalia staying with existing provider.;;
;JetManager;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13993;Global Load Control (GLC);PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14229;Nova Aviation Services;Customer;0;0;0;0;0;03/13/2023 00:00:00;8.00;;0;;;;
;Holger Ramisch (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Motihari Sp z o.o. Sp. K.;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13975;AEROCONTROL;Customer;0;0;0;0;0;01/01/2022 00:00:00;8.00;;0;;;07/03/2023 00:00:00;
;Netsyst FR;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM11998;AIR MADAGASCAR;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14036;Eznis Airways LLC;Quarantine;0;0;0;0;0;05/26/2022 00:00:00;8.00;06/17/2025 00:00:00;0;Unavoidable;;06/17/2025 00:00:00;No payment, no communication.
COM13979;Green Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14002;FVL AVIATION LTD;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Aeronautica SA (Aviator ONE);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14226;World Cargo Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13978;AMS Aero (billing company for HCAA);Customer;3;1;0;0;0;12/22/2021 00:00:00;8.00;;0;;;;
COM13981;Celeste Air;Customer via;0;0;0;0;0;12/07/2025 00:00:00;0.00;;0;;;;
COM13982;Flairway Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;TriStar Consulting;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13986;ASIAN AEROSPACE;PotCust;0;0;0;0;0;01/06/2022 00:00:00;0.00;;0;;;09/19/2023 00:00:00;Customer unable to use the system in the Philippines
;TriStar Consulting FZ-LLC;NonCust;0;0;0;0;0;;0.00;;0;;;;
;S7 Airlines;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM14005;YEMENIA;Customer, on hold;0;0;0;0;0;01/01/2023 00:00:00;5.00;;0;;;;
COM14010;EACS;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13995;Fly Fast Airlines;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM14067;JetMate Aviation;Customer;0;0;0;0;0;03/18/2025 00:00:00;8.00;;0;;;;
;Didier Crucy (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Christian Darbot (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13991;Citijet Air Charter;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Roland Lartigue (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13992;Flight Pit Stop;Customer;0;0;0;0;0;01/13/2022 00:00:00;8.00;;0;;;04/08/2022 00:00:00;
;SITA Switzerland;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13996;QA Aviation (Former: Queen Air s.r.o);Customer;3;2;0;0;0;02/01/2022 00:00:00;8.00;;0;;;;
COM13997;FORTIS;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Cockpit-IT GmbH;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14006;Motu Link;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Future Multimedia S.r.l.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Gain Jet Ireland Limited;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Avianca Group;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14004;IFLY AIR;PotCust;0;0;0;0;0;02/01/2023 00:00:00;0.00;;0;;;;
;Westair Aviation Ireland;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14007;Manx Jet Management Ltd.;PotCust;0;0;0;0;0;;0.00;;0;;;;
;XOJET;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14008;Falcon Wings Aviation Academy;Customer;0;0;0;0;0;01/02/2026 00:00:00;0.00;;0;;;;
COM14009;FSP MAYFAIR;Customer;0;0;0;0;0;02/14/2022 00:00:00;8.00;;0;;;;
COM14011;XEJET Airlines;Customer;3;6;0;0;0;01/05/2023 00:00:00;8.00;;0;;;;
;Ruslan Stehnyak;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14015;MTR EXPRESS;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Patrick Theodet (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Joachim Sonnaband (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Thierry Bodin (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14013;GIG AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Northeast Air;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14020;Wiseway Cargo Airlines;Quarantine;0;0;0;0;0;10/01/2022 00:00:00;0.00;;0;Unavoidable;Missing payment. New CEO will not recognize contract.;01/24/2023 00:00:00;No payment
COM14016;AIR CONNECT;Customer via;0;0;0;0;0;04/09/2024 00:00:00;0.00;;0;;;;
;Claus True (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14017;IFUEL;Quarantine;0;0;0;0;0;10/01/2022 00:00:00;8.00;06/30/2026 00:00:00;0;Unavoidable;No use of PPS. they have other businesslegs. stopping FPL activity.;06/03/2026 00:00:00;Lack of payment
COM14018;ExecuJet Europe A/S;PotCust;0;0;0;0;0;06/01/2020 00:00:00;0.00;;0;;;06/06/2023 00:00:00;PPS no longer needed
;Jeff Dolcini (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14019;Shannon Air Ground Handling;PotCust;0;0;0;0;0;;0.00;;0;;;;
;DUALEAP;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14022;SMJet;Customer;3;2;2;0;0;03/04/2022 00:00:00;8.00;;0;;;09/27/2022 00:00:00;
;Ola Jet LP;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14033;MASARAT AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Tamas Balint (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14026;MAKSIM SYRYTSA;PotCust;0;0;0;0;0;03/16/2022 00:00:00;0.00;;0;Unavoidable;Missing Payment;01/13/2023 00:00:00;Mising payment!
;William P. Poteet (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14028;ALAR AVIATION d.o.o.(Tinadar);NonCust;0;0;0;0;0;03/18/2022 00:00:00;0.00;06/30/2025 00:00:00;0;Unavoidable;AC sold, no business left.;07/02/2025 00:00:00;AC sold, no business left.
;Flyadvanced;PotCust;0;0;0;0;0;;0.00;;0;;;;
;SKY VISION AIRLINES A Operation;Customer via;0;0;0;0;0;08/10/2022 00:00:00;0.00;;0;;;;
COM14335;Boskovic Air Charters;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14032;AMAZAIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
;World Elite Flight Support;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14048;Armenia Airways CJSC;Customer;0;2;0;0;0;05/01/2022 00:00:00;8.00;;0;;;;
COM14034;RAS JET SERVICES;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14101;Syphax Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14037;NASJET;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Markus Grundner (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Thrive Aviation Charter;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Argentine Air Force;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Weoptit Oy;NonCust;0;0;0;0;0;;0.00;;0;;;;
;MISSION AVIATION FELLOWSHIP;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14044;BESTFLY TICV;PotCust;1;0;0;0;0;;0.00;;0;;;;
COM14040;Super Air Jet;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AERO CHARTER;PotCust;0;0;0;0;0;;0.00;;0;;;;
;CUTTER AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;flyExclusive;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AIRSHARE;PotCust;0;0;0;0;0;;0.00;;0;;;;
;WHEELS UP;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14042;AFJETS;PotCust;0;0;0;0;0;05/10/2022 00:00:00;0.00;;0;;;09/12/2022 00:00:00;Ceased operation. Never started on PPS
COM14045;MAVI GOK AVIATION (MGA Airlines);Customer;0;6;9;6;0;05/11/2022 00:00:00;8.00;;0;;;;
;Keith Charles Miller (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14588;Apogee;Customer;0;0;0;0;0;03/30/2026 00:00:00;0.00;;0;;;;
;Titan Aerial Firefighting;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14046;Adriyatik Aviation;Customer;0;0;0;0;0;08/01/2022 00:00:00;8.00;;0;;;;
;SKY CANA;PotCust;0;0;0;0;0;;0.00;;0;;;;
;C3P - Centre Polynésien De Perfectionnement au pilotage;PotCust;0;0;0;0;0;;0.00;;0;;;;
;FAS Frankfurt Aviation Service;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14047;BLACK EAGLE;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air (Jacksonville);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Hornbill Skyways;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Million Air Vancouver;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14051;AVIOR;NonCust;0;0;0;0;0;05/18/2022 00:00:00;8.00;08/20/2025 00:00:00;0;Unavoidable;Missing payment;08/20/2025 00:00:00;No communication, no payment, no use of system
;GAS Cologne Aviation Services GmbH;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jocelyn Raffray (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Pierre Gagnon (private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;PROYECTO 4;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14066;Air Blue;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14052;Lion Air Group;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Kiruna Radioklubb;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Flylux;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Sigmavia Aero;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AirGo;PotCust;0;0;0;0;0;;0.00;;0;;;;
;TOP JETS WORLD WIDE;NonCust;0;0;0;0;0;04/23/2024 00:00:00;0.00;;0;;;;
;EMTRASUR;NonCust;0;0;0;0;0;;0.00;;0;;;;
;FBO Caribbean;PotCust;0;0;0;0;0;;0.00;;0;;;;
;LAS Leipzig Aviation Service;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14057;SPEEDCAT EXPRESS;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14054;25ONLY AVIATION;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Avia International;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Fly Erbil;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14056;SKYWINGS;Customer;0;0;0;0;0;06/17/2022 00:00:00;8.00;;0;;;09/03/2023 00:00:00;
COM14058;SOMERS CARGO AIRLINE;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AIRCREW DOSIMETRY (IASON);NonCust;0;0;0;0;0;;0.00;;0;;;;
;AirGo Private Airline;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Royal Flight Oman;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Riviera Airllines;PotCust;0;0;0;0;0;;0.00;;0;;;;
;GULF PEARL;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Eagle United;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JAS Airport Services;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AVIAPARTNER CARGO MARSEILLE;NonCust;0;0;0;0;0;;0.00;;0;;;;
;World Air Support;PotCust;0;0;0;0;0;;0.00;;0;;;;
;AZUL;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Weststar Engineering;PotCust;0;0;0;0;0;;0.00;;0;;;;
;IFS;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14059;Primajet Airways;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14179;SAUDI GEOLOGICAL SURVEY (SGS);PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14060;Southwind Airlines (cortex);Customer;0;14;13;4;0;06/17/2022 00:00:00;8.00;;0;;;;
COM14061;NOVAIR ARMENIA;Customer;0;1;0;0;0;10/01/2022 00:00:00;8.00;;0;;;;
COM14062;Flex Flight International;PotCust;0;0;0;0;0;;0.00;;0;;;;
;HEMS DK;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Den Landsdækkende Akutlægehelikopterordning;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Juvenal Perraira (Private);NonCust;0;0;0;0;0;;0.00;;0;;;;
;Red Rock Aviation;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14063;EXCLUSAIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
